Basic Info_Player Name,Basic Info_Real Name,Basic Info_Team Name,Basic Info_Age,Summary Stats_Rating 2.0,Summary Stats_DPR,Summary Stats_KAST,Summary Stats_Impact,Summary Stats_ADR,Summary Stats_KPR,Detailed Stats_Total kills,Detailed Stats_Headshot %,Detailed Stats_Total deaths,Detailed Stats_K/D Ratio,Detailed Stats_Damage / Round,Detailed Stats_Grenade dmg / Round,Detailed Stats_Maps played,Detailed Stats_Rounds played,Detailed Stats_Kills / round,Detailed Stats_Assists / round,Detailed Stats_Deaths / round,Detailed Stats_Saved by teammate / round,Detailed Stats_Saved teammates / round,Detailed Stats_Rating 2.0
blameF,Benjamin Bremer,fnatic,27 years,1.23,0.60,74.3%,1.23,85.2,0.76,24960,39.5%,19720,1.27,85.2,7.2,1243,32689,0.76,0.15,0.60,0.07,0.10,1.23
